Date,State,TotalSamples,Negative,Positive
4/23/2020,Madhya Pradesh,24548,22861,1687
4/24/2020,Madhya Pradesh,26233,24387,1846
4/25/2020,Madhya Pradesh,27866,25921,1945
4/26/2020,Madhya Pradesh,25232,21716,2090
4/27/2020,Madhya Pradesh,27009,23500,2165
4/28/2020,Madhya Pradesh,31060,26159,2387
4/29/2020,Madhya Pradesh,33837,29261,2560
4/30/2020,Madhya Pradesh,41712,29816,2625
5/1/2020,Madhya Pradesh,44116,39353,2715
5/2/2020,Madhya Pradesh,46578,41460,2788
5/3/2020,Madhya Pradesh,49186,43937,2837
5/4/2020,Madhya Pradesh,52095,46634,2942
5/5/2020,Madhya Pradesh,54595,48931,3049
5/6/2020,Madhya Pradesh,54595,51479,3138
5/7/2020,Madhya Pradesh,61020,55002,3252
5/8/2020,Madhya Pradesh,63705,57528,3341
5/9/2020,Madhya Pradesh,68010,61629,3457
5/10/2020,Madhya Pradesh,72069,65436,3614
5/11/2020,Madhya Pradesh,76039,69187,3785
5/12/2020,Madhya Pradesh,80885,73761,3986
5/13/2020,Madhya Pradesh,85903,77738,4173
5/14/2020,Madhya Pradesh,89760,82028,4426
5/15/2020,Madhya Pradesh,93849,85879,4595
5/16/2020,Madhya Pradesh,99677,91393,4790
5/17/2020,Madhya Pradesh,103898,95355,4977
5/18/2020,Madhya Pradesh,112168,100469,5236
5/19/2020,Madhya Pradesh,116473,104348,5465
5/20/2020,Madhya Pradesh,120737,108744,5735
5/21/2020,Madhya Pradesh,125608,112947,5981
5/22/2020,Madhya Pradesh,129060,116835,6170
5/23/2020,Madhya Pradesh,132769,121033,6371
5/24/2020,Madhya Pradesh,135889,124549,6665
5/25/2020,Madhya Pradesh,138584,128267,6859
5/26/2020,Madhya Pradesh,141508,131415,7024
5/27/2020,Madhya Pradesh,146144,134774,7261
5/28/2020,Madhya Pradesh,151182,138387,7453
5/29/2020,Madhya Pradesh,155436,142383,7645
5/30/2020,Madhya Pradesh,161552,146616,7891
5/31/2020,Madhya Pradesh,167808,151793,8089
6/1/2020,Madhya Pradesh,172019,157790,8283
6/2/2020,Madhya Pradesh,177481,163100,8420
6/3/2020,Madhya Pradesh,183662,168219,8588
6/4/2020,Madhya Pradesh,189252,173392,8762
6/5/2020,Madhya Pradesh,195249,179234,8996
6/6/2020,Madhya Pradesh,200913,184202,9228
6/7/2020,Madhya Pradesh,208514,190155,9401
6/8/2020,Madhya Pradesh,215194,196497,9638
6/9/2020,Madhya Pradesh,220936,203131,9849
6/10/2020,Madhya Pradesh,228042,210081,10049
6/11/2020,Madhya Pradesh,233740,217860,10241
6/12/2020,Madhya Pradesh,241461,224064,10443
6/13/2020,Madhya Pradesh,246973,231123,10641
6/14/2020,Madhya Pradesh,252762,236649,10802
6/15/2020,Madhya Pradesh,258040,242117,10935
6/16/2020,Madhya Pradesh,263983,247196,11083
6/17/2020,Madhya Pradesh,271205,253474,11244
6/18/2020,Madhya Pradesh,277451,260395,11426
6/19/2020,Madhya Pradesh,282674,267247,11582
6/20/2020,Madhya Pradesh,290831,273628,11724
6/21/2020,Madhya Pradesh,296943,280480,11903
6/22/2020,Madhya Pradesh,302673,286516,12078
6/23/2020,Madhya Pradesh,307812,291733,12261
6/24/2020,Madhya Pradesh,314978,298712,12448
6/25/2020,Madhya Pradesh,321595,305182,12595
6/26/2020,Madhya Pradesh,329079,312463,12798
6/27/2020,Madhya Pradesh,337041,320258,12965
6/28/2020,Madhya Pradesh,344836,327832,13186
6/29/2020,Madhya Pradesh,353612,336424,13370
6/30/2020,Madhya Pradesh,365467,346060,13593
7/1/2020,Madhya Pradesh,372811,355136,13861
7/2/2020,Madhya Pradesh,380655,362735,14106
7/3/2020,Madhya Pradesh,389180,371069,14297
7/4/2020,Madhya Pradesh,398329,379911,14604
7/5/2020,Madhya Pradesh,407882,389138,14930
7/6/2020,Madhya Pradesh,417402,398304,15284
7/7/2020,Madhya Pradesh,427143,407702,15627
7/8/2020,Madhya Pradesh,437930,418080,16036
7/9/2020,Madhya Pradesh,449680,429525,16341
7/10/2020,Madhya Pradesh,460941,440470,16657
7/11/2020,Madhya Pradesh,474461,453446,17201
7/12/2020,Madhya Pradesh,486176,465270,17632
7/13/2020,Madhya Pradesh,509223,486956,18207
7/14/2020,Madhya Pradesh,521700,498635,19005
7/15/2020,Madhya Pradesh,540483,516780,19643
7/16/2020,Madhya Pradesh,553082,528644,20378
7/17/2020,Madhya Pradesh,567364,542222,21082
7/18/2020,Madhya Pradesh,583655,557831,21763
7/19/2020,Madhya Pradesh,599640,572979,22600
7/20/2020,Madhya Pradesh,615862,588491,23310
7/21/2020,Madhya Pradesh,631067,602911,24095
7/22/2020,Madhya Pradesh,645003,616100,24842
7/23/2020,Madhya Pradesh,658869,629334,25474
7/24/2020,Madhya Pradesh,670155,639884,26210
7/25/2020,Madhya Pradesh,684419,653432,26926
7/26/2020,Madhya Pradesh,698171,666310,27800
7/27/2020,Madhya Pradesh,711982,679332,28589
7/28/2020,Madhya Pradesh,724673,691395,29217
7/29/2020,Madhya Pradesh,738986,704791,30134
7/30/2020,Madhya Pradesh,752824,717895,30968
4/5/2020,Maharashtra,16008,14837,
4/6/2020,Maharashtra,17563,15808,868
4/7/2020,Maharashtra,20877,19290,1018
4/9/2020,Maharashtra,20877,19290,868
4/10/2020,Maharashtra,30000,28865,1135
4/11/2020,Maharashtra,31841,30477,1761
4/12/2020,Maharashtra,35668,34094,1761
4/13/2020,Maharashtra,39725,37964,1996
4/14/2020,Maharashtra,41071,39089,2340
4/15/2020,Maharashtra,45142,42808,2690
4/16/2020,Maharashtra,50882,48198,2916
4/17/2020,Maharashtra,55678,52762,3204
4/18/2020,Maharashtra,60166,56964,3323
4/19/2020,Maharashtra,66796,63476,3651
4/20/2020,Maharashtra,71321,67673,4204
4/21/2020,Maharashtra,75838,71638,4676
4/22/2020,Maharashtra,82304,77638,5229
4/23/2020,Maharashtra,89197,83979,5218
4/24/2020,Maharashtra,95210,89561,6427
4/25/2020,Maharashtra,100912,94485,6817
4/26/2020,Maharashtra,107979,101162,7928
4/27/2020,Maharashtra,115147,107519,8068
4/28/2020,Maharashtra,120620,112552,8590
4/29/2020,Maharashtra,128726,120136,9318
4/30/2020,Maharashtra,135694,126376,9915
5/1/2020,Maharashtra,144159,134244,10498
5/2/2020,Maharashtra,151085,140587,11506
5/3/2020,Maharashtra,159754,148248,12296
5/4/2020,Maharashtra,168374,156078,12974
5/5/2020,Maharashtra,175323,162349,14541
5/6/2020,Maharashtra,181746,167205,15525
5/7/2020,Maharashtra,189220,173838,16758
5/8/2020,Maharashtra,200477,183862,17974
5/9/2020,Maharashtra,210174,192197,19063
5/10/2020,Maharashtra,225524,206481,20228
5/11/2020,Maharashtra,218914,193457,23401
5/12/2020,Maharashtra,222284,196165,23401
5/13/2020,Maharashtra,231061,203536,24427
5/14/2020,Maharashtra,240482,211082,25922
5/15/2020,Maharashtra,250898,219635,27524
5/16/2020,Maharashtra,261815,228956,29100
5/17/2020,Maharashtra,274040,238476,30706
5/18/2020,Maharashtra,282437,245512,33053
5/19/2020,Maharashtra,294272,255065,35058
5/20/2020,Maharashtra,307535,265872,37136
5/21/2020,Maharashtra,319921,276369,39297
5/22/2020,Maharashtra,333087,286157,41642
5/23/2020,Maharashtra,348932,299107,44582
5/24/2020,Maharashtra,363470,310565,47190
5/25/2020,Maharashtra,379185,323937,50231
5/26/2020,Maharashtra,390757,333468,52667
5/27/2020,Maharashtra,405020,345151,54758
5/28/2020,Maharashtra,420473,358253,56948
5/29/2020,Maharashtra,434565,369442,59546
5/30/2020,Maharashtra,448661,380425,62228
5/31/2020,Maharashtra,463177,392516,65168
6/1/2020,Maharashtra,472344,399419,67655
6/2/2020,Maharashtra,484784,409178,70013
6/3/2020,Maharashtra,498577,420644,72300
6/4/2020,Maharashtra,511136,430100,74860
6/5/2020,Maharashtra,524002,440445,77793
6/6/2020,Maharashtra,538009,451764,80229
6/7/2020,Maharashtra,553063,463723,82968
6/8/2020,Maharashtra,565290,473588,85975
6/9/2020,Maharashtra,579294,485144,88528
6/10/2020,Maharashtra,595282,497990,90787
6/11/2020,Maharashtra,610790,509990,94041
6/12/2020,Maharashtra,626521,521942,97648
6/13/2020,Maharashtra,643057,535252,101141
6/14/2020,Maharashtra,659481,548250,104568
6/15/2020,Maharashtra,671348,557161,107958
6/16/2020,Maharashtra,686488,569863,110744
6/18/2020,Maharashtra,719637,595843,123794
6/19/2020,Maharashtra,737597,609968,120504
6/20/2020,Maharashtra,756809,624869,124331
6/21/2020,Maharashtra,775958,639731,128205
6/22/2020,Maharashtra,789016,649446,132075
6/23/2020,Maharashtra,804726,662098,142628
6/24/2020,Maharashtra,826139,679328,146811
6/25/2020,Maharashtra,850410,698587,151823
6/26/2020,Maharashtra,873570,717113,156457
6/27/2020,Maharashtra,900423,738255,162168
6/28/2020,Maharashtra,926934,758546,168388
6/29/2020,Maharashtra,946518,773291,173227
6/30/2020,Maharashtra,970161,792216,177945
7/1/2020,Maharashtra,995343,811657,183686
7/2/2020,Maharashtra,1023296,833225,190071
7/3/2020,Maharashtra,1052643,856238,196405
7/4/2020,Maharashtra,1085160,881344,203816
7/5/2020,Maharashtra,1116112,905891,210221
7/6/2020,Maharashtra,1138706,922627,216079
7/7/2020,Maharashtra,1164860,944044,220816
7/8/2020,Maharashtra,1194565,966881,227684
7/9/2020,Maharashtra,1225831,990978,234853
7/10/2020,Maharashtra,1257564,1014697,242867
7/11/2020,Maharashtra,1289325,1037883,251442
7/12/2020,Maharashtra,1321715,1062678,259037
7/13/2020,Maharashtra,1345128,1079404,265724
7/14/2020,Maharashtra,1376203,1103811,272392
7/15/2020,Maharashtra,1413185,1132434,280751
7/16/2020,Maharashtra,1450129,1161433,288696
7/17/2020,Maharashtra,1487738,1190958,296780
7/18/2020,Maharashtra,1526037,1220496,305541
7/19/2020,Maharashtra,1568229,1252842,315387
7/20/2020,Maharashtra,1603802,1279592,324210
7/21/2020,Maharashtra,1643981,1311150,332831
7/22/2020,Maharashtra,1691546,1348610,342936
7/23/2020,Maharashtra,1741992,1389232,352760
7/24/2020,Maharashtra,1790610,1428194,362416
7/25/2020,Maharashtra,1840445,1468714,371731
7/26/2020,Maharashtra,1890256,1508804,381452
7/27/2020,Maharashtra,1928333,1538461,389872
7/28/2020,Maharashtra,1972346,1574833,397513
7/29/2020,Maharashtra,2021437,1613560,407877
7/30/2020,Maharashtra,2075528,1656194,419334
4/14/2020,Manipur,276,,2
4/17/2020,Manipur,311,,2
4/24/2020,Manipur,402,,2
4/25/2020,Manipur,416,,2
4/30/2020,Manipur,459,,2
5/1/2020,Manipur,461,,2
5/2/2020,Manipur,468,,2
5/4/2020,Manipur,571,,2
5/7/2020,Manipur,684,,2
5/8/2020,Manipur,756,,2
5/9/2020,Manipur,865,,2
5/10/2020,Manipur,1096,,2
5/11/2020,Manipur,1337,,2
5/13/2020,Manipur,1706,,2
5/15/2020,Manipur,1799,,3
5/16/2020,Manipur,1900,,4
5/18/2020,Manipur,2483,,7
5/20/2020,Manipur,3087,,20
5/22/2020,Manipur,3721,,26
5/23/2020,Manipur,4094,,29
5/25/2020,Manipur,5041,,36
5/26/2020,Manipur,6233,,39
5/27/2020,Manipur,6836,,44
5/28/2020,Manipur,7758,,55
5/29/2020,Manipur,8596,,59
6/3/2020,Manipur,12454,,118
6/5/2020,Manipur,14629,,132
6/7/2020,Manipur,17028,,172
6/9/2020,Manipur,18612,,304
6/10/2020,Manipur,19756,,311
6/11/2020,Manipur,20528,,366
6/13/2020,Manipur,24046,,449
6/14/2020,Manipur,25226,,458
6/15/2020,Manipur,26458,,490
6/17/2020,Manipur,29865,,552
6/18/2020,Manipur,30476,,606
6/19/2020,Manipur,32093,,681
6/21/2020,Manipur,35943,,841
6/22/2020,Manipur,38286,,898
6/23/2020,Manipur,40829,,921
6/24/2020,Manipur,43477,,970
6/25/2020,Manipur,45253,,1056
6/27/2020,Manipur,48220,,1092
6/29/2020,Manipur,49882,,1227
7/2/2020,Manipur,53030,,1279
7/3/2020,Manipur,53608,,1316
7/4/2020,Manipur,54483,,1325
7/6/2020,Manipur,56584,,1390
7/7/2020,Manipur,57769,,1430
7/9/2020,Manipur,59740,,1450
7/10/2020,Manipur,60887,,1582
7/11/2020,Manipur,61897,,1593
7/12/2020,Manipur,63534,,1609
7/15/2020,Manipur,65866,,1700
7/17/2020,Manipur,68554,,1800
7/18/2020,Manipur,70195,,1891
7/19/2020,Manipur,71016,,1911
7/20/2020,Manipur,71703,,1925
7/21/2020,Manipur,73053,,2015
7/22/2020,Manipur,73866,,2060
7/23/2020,Manipur,74614,,2115
7/24/2020,Manipur,75932,,2146
7/25/2020,Manipur,76992,,2176
7/26/2020,Manipur,78368,,2235
7/27/2020,Manipur,80055,,2286
7/28/2020,Manipur,80603,,2317
7/29/2020,31/07/2020,83111,,2458
4/16/2020,Meghalaya,552,299,7
4/17/2020,Meghalaya,617,541,9
4/18/2020,Meghalaya,738,667,11
4/19/2020,Meghalaya,766,678,11
4/20/2020,Meghalaya,838,714,11
4/21/2020,Meghalaya,933,821,12
4/22/2020,Meghalaya,1046,904,12
4/23/2020,Meghalaya,1109,1000,12
4/24/2020,Meghalaya,1130,1048,12
4/25/2020,Meghalaya,1169,1097,12
4/27/2020,Meghalaya,1254,1182,12
4/28/2020,Meghalaya,1382,1202,12
4/29/2020,Meghalaya,1397,1288,12
4/30/2020,Meghalaya,1595,1433,12
5/2/2020,Meghalaya,1707,1655,12
5/4/2020,Meghalaya,1884,1782,12
5/5/2020,Meghalaya,1944,1822,12
5/7/2020,Meghalaya,2054,1967,12
5/9/2020,Meghalaya,2287,2178,12
5/10/2020,Meghalaya,2287,2178,13
5/11/2020,Meghalaya,2480,2342,13
5/15/2020,Meghalaya,2712,2597,13
5/18/2020,Meghalaya,2896,,13
5/19/2020,Meghalaya,3104,,13
5/20/2020,Meghalaya,3419,,13
5/22/2020,Meghalaya,3682,,14
5/26/2020,Meghalaya,6553,5599,15
5/27/2020,Meghalaya,6685,,20
5/31/2020,Meghalaya,7781,,27
6/1/2020,Meghalaya,8127,,27
6/2/2020,Meghalaya,8734,,28
6/3/2020,Meghalaya,9025,,28
6/4/2020,Meghalaya,9395,,31
6/5/2020,Meghalaya,9592,,31
6/6/2020,Meghalaya,10066,,33
6/7/2020,Meghalaya,10066,,33
6/8/2020,Meghalaya,10746,,36
6/9/2020,Meghalaya,11247,,40
6/10/2020,Meghalaya,11505,,44
6/11/2020,Meghalaya,11889,,44
6/12/2020,Meghalaya,12219,,44
6/13/2020,Meghalaya,12560,,44
6/15/2020,Meghalaya,13353,,44
6/16/2020,Meghalaya,13878,,44
6/17/2020,Meghalaya,14316,,43
6/18/2020,Meghalaya,14647,,43
6/19/2020,Meghalaya,15104,,43
6/20/2020,Meghalaya,15346,,43
6/22/2020,Meghalaya,16296,,44
6/23/2020,Meghalaya,16637,,46
6/24/2020,Meghalaya,17115,,46
6/25/2020,Meghalaya,17591,,46
6/26/2020,Meghalaya,18103,,48
6/27/2020,Meghalaya,18288,17741,48
6/28/2020,Meghalaya,18441,17741,50
6/29/2020,Meghalaya,18707,18651,51
6/30/2020,Meghalaya,19294,18651,52
7/1/2020,Meghalaya,19494,,55
7/2/2020,Meghalaya,19732,,55
7/3/2020,Meghalaya,20329,,58
7/4/2020,Meghalaya,20744,,70
7/5/2020,Meghalaya,20950,,72
7/6/2020,Meghalaya,21502,,80
7/7/2020,Meghalaya,21847,,90
7/8/2020,Meghalaya,22000,,99
7/9/2020,Meghalaya,22544,,104
7/10/2020,Meghalaya,23108,,186
7/11/2020,Meghalaya,23633,,262
7/12/2020,Meghalaya,23876,,295
7/13/2020,Meghalaya,24436,,309
7/14/2020,Meghalaya,24899,,318
7/15/2020,Meghalaya,24942,,346
7/16/2020,Meghalaya,25263,24597,377
7/17/2020,Meghalaya,25981,25178,403
7/18/2020,Meghalaya,26940,26000,418
7/19/2020,Meghalaya,26940,26000,450
7/20/2020,Meghalaya,28163,26000,469
7/21/2020,Meghalaya,29274,28167,490
7/22/2020,Meghalaya,30009,28167,514
7/23/2020,Meghalaya,30796,28967,534
7/24/2020,Meghalaya,31367,,582
7/25/2020,Meghalaya,32470,31085,595
7/26/2020,Meghalaya,33076,,702
7/27/2020,Meghalaya,34127,32766,738
7/28/2020,Meghalaya,34687,33492,794
7/29/2020,Meghalaya,35198,34239,794
7/30/2020,Meghalaya,35572,34657,803
4/6/2020,Mizoram,58,0,1
4/7/2020,Mizoram,58,0,1
4/8/2020,Mizoram,74,,1
4/9/2020,Mizoram,84,,1
4/12/2020,Mizoram,87,,1
4/13/2020,Mizoram,89,,1
4/14/2020,Mizoram,91,,1
4/15/2020,Mizoram,94,,1
4/16/2020,Mizoram,94,,1
4/18/2020,Mizoram,102,,1
4/19/2020,Mizoram,116,,1
4/20/2020,Mizoram,132,,1
4/21/2020,Mizoram,135,,1
4/22/2020,Mizoram,135,,1
4/23/2020,Mizoram,137,,1
4/26/2020,Mizoram,146,,1
4/27/2020,Mizoram,146,,1
4/28/2020,Mizoram,158,,1
4/29/2020,Mizoram,179,,1
4/30/2020,Mizoram,180,,1
5/1/2020,Mizoram,180,,1
5/2/2020,Mizoram,183,,1
5/3/2020,Mizoram,183,,1
5/4/2020,Mizoram,183,,1
5/5/2020,Mizoram,188,,1
5/6/2020,Mizoram,195,,1
5/7/2020,Mizoram,197,,1
5/8/2020,Mizoram,199,,1
5/9/2020,Mizoram,201,,1
5/10/2020,Mizoram,201,,1
5/11/2020,Mizoram,206,,1
5/12/2020,Mizoram,224,,1
5/13/2020,Mizoram,224,,1
5/14/2020,Mizoram,273,,1
5/15/2020,Mizoram,273,,1
5/16/2020,Mizoram,282,,1
5/17/2020,Mizoram,282,,1
5/18/2020,Mizoram,301,,1
5/19/2020,Mizoram,313,,1
5/20/2020,Mizoram,315,,1
5/21/2020,Mizoram,320,,1
5/22/2020,Mizoram,324,,1
5/23/2020,Mizoram,336,,1
5/24/2020,Mizoram,342,,1
5/25/2020,Mizoram,359,,1
5/26/2020,Mizoram,438,,1
5/28/2020,Mizoram,516,,1
5/29/2020,Mizoram,529,,1
5/30/2020,Mizoram,686,,1
5/31/2020,Mizoram,777,,1
6/1/2020,Mizoram,896,,1
6/2/2020,Mizoram,1012,,13
6/3/2020,Mizoram,1095,,14
6/4/2020,Mizoram,1346,,17
6/5/2020,Mizoram,1687,,22
6/6/2020,Mizoram,1991,,24
6/7/2020,Mizoram,2252,,34
6/8/2020,Mizoram,2496,,42
6/9/2020,Mizoram,2747,,88
6/10/2020,Mizoram,2747,,102
6/11/2020,Mizoram,3152,,104
6/13/2020,Mizoram,3727,,107
6/14/2020,Mizoram,4327,,112
6/15/2020,Mizoram,4919,,117
6/16/2020,Mizoram,5524,,121
6/17/2020,Mizoram,6035,,121
6/18/2020,Mizoram,6661,,130
6/19/2020,Mizoram,7496,,130
6/20/2020,Mizoram,8284,,140
6/21/2020,Mizoram,8718,,141
6/22/2020,Mizoram,9277,,142
6/23/2020,Mizoram,9840,,142
6/24/2020,Mizoram,10486,,145
6/25/2020,Mizoram,11672,,145
6/26/2020,Mizoram,12753,,147
6/27/2020,Mizoram,12846,,150
6/28/2020,Mizoram,13012,,151
6/29/2020,Mizoram,13072,,151
6/30/2020,Mizoram,13746,,151
7/1/2020,Mizoram,13886,,160
7/2/2020,Mizoram,13931,,160
7/3/2020,Mizoram,14370,,162
7/4/2020,Mizoram,14509,,164
7/5/2020,Mizoram,14981,,186
7/6/2020,Mizoram,15006,,191
7/7/2020,Mizoram,15058,,197
7/8/2020,Mizoram,15183,,201
7/9/2020,Mizoram,15523,,203
7/10/2020,Mizoram,15868,,226
7/11/2020,Mizoram,16396,,226
7/12/2020,Mizoram,16696,,227
7/13/2020,Mizoram,16914,,233
7/14/2020,Mizoram,16914,,233
7/15/2020,Mizoram,17168,,238
7/16/2020,Mizoram,17489,,267
7/17/2020,Mizoram,17760,,272
7/18/2020,Mizoram,17963,,282
7/19/2020,Mizoram,18147,,284
7/20/2020,Mizoram,18147,,284
7/21/2020,Mizoram,18297,,297
7/22/2020,Mizoram,18603,,317
7/23/2020,Mizoram,19014,,326
7/24/2020,Mizoram,19238,,332
7/25/2020,Mizoram,19781,,361
7/26/2020,Mizoram,20053,,361
7/27/2020,Mizoram,20053,,361
7/28/2020,Mizoram,20442,,384
7/29/2020,Mizoram,20597,,395
7/30/2020,Mizoram,20798,,397
4/6/2020,Nagaland,60,47,0
4/10/2020,Nagaland,70,69,0
4/11/2020,Nagaland,70,70,0
4/12/2020,Nagaland,74,70,0
4/14/2020,Nagaland,174,97,0
4/15/2020,Nagaland,184,174,0
4/17/2020,Nagaland,274,222,0
4/18/2020,Nagaland,392,292,0
4/19/2020,Nagaland,404,345,0
4/20/2020,Nagaland,434,404,0
4/21/2020,Nagaland,537,456,0
4/22/2020,Nagaland,543,481,0
4/23/2020,Nagaland,607,543,0
4/25/2020,Nagaland,613,607,0
4/26/2020,Nagaland,613,613,0
4/27/2020,Nagaland,629,613,0
4/28/2020,Nagaland,639,620,0
4/29/2020,Nagaland,644,631,0
4/30/2020,Nagaland,653,640,0
5/1/2020,Nagaland,664,650,0
5/2/2020,Nagaland,674,661,0
5/3/2020,Nagaland,684,663,0
5/4/2020,Nagaland,708,679,0
5/5/2020,Nagaland,724,771,0
5/6/2020,Nagaland,763,712,0
5/7/2020,Nagaland,786,728,0
5/8/2020,Nagaland,805,775,0
5/9/2020,Nagaland,848,786,0
5/10/2020,Nagaland,862,806,0
5/11/2020,Nagaland,875,848,0
5/12/2020,Nagaland,882,872,0
5/13/2020,Nagaland,889,872,0
5/14/2020,Nagaland,891,873,0
5/15/2020,Nagaland,910,889,0
5/16/2020,Nagaland,917,891,0
5/17/2020,Nagaland,952,914,0
5/18/2020,Nagaland,961,914,0
5/19/2020,Nagaland,978,948,0
5/20/2020,Nagaland,985,952,0
5/21/2020,Nagaland,1001,978,0
5/22/2020,Nagaland,1035,1012,0
5/23/2020,Nagaland,1065,1015,0
5/24/2020,Nagaland,1097,1032,0
5/25/2020,Nagaland,1366,1078,3
5/26/2020,Nagaland,1366,1080,4
5/27/2020,Nagaland,1554,1224,9
5/28/2020,Nagaland,1765,1317,18
5/29/2020,Nagaland,1997,1409,25
5/30/2020,Nagaland,2210,1496,36
5/31/2020,Nagaland,2576,1596,43
6/1/2020,Nagaland,2870,1744,43
6/2/2020,Nagaland,3257,1836,49
6/3/2020,Nagaland,3414,2002,58
6/4/2020,Nagaland,3739,2151,80
6/5/2020,Nagaland,3974,2372,94
6/6/2020,Nagaland,4061,2614,107
6/7/2020,Nagaland,4371,2956,118
6/8/2020,Nagaland,4729,3176,123
6/9/2020,Nagaland,4896,3512,127
6/10/2020,Nagaland,5220,3867,128
6/11/2020,Nagaland,5667,4198,130
6/12/2020,Nagaland,6104,4593,156
6/13/2020,Nagaland,6466,4904,163
6/14/2020,Nagaland,6478,5155,168
6/15/2020,Nagaland,7132,5642,177
6/16/2020,Nagaland,7835,6232,179
6/17/2020,Nagaland,8387,,193
6/18/2020,Nagaland,9039,7567,193
6/19/2020,Nagaland,10102,8213,198
6/20/2020,Nagaland,9128, ,201
6/21/2020,Nagaland,9971,,211
6/22/2020,Nagaland,10599,,280
6/23/2020,Nagaland,11173,,330
6/24/2020,Nagaland,11867,,347
6/25/2020,Nagaland,12546,,355
6/26/2020,Nagaland,13085,,371
6/27/2020,Nagaland,14217,,387
6/28/2020,Nagaland,15240,,415
6/29/2020,Nagaland,15905,,434
6/30/2020,Nagaland,16563,,459
7/1/2020,Nagaland,17177,,501
7/2/2020,Nagaland,17887,,535
7/3/2020,Nagaland,18635,,539
7/4/2020,Nagaland,19263,,563
7/5/2020,Nagaland,19867,,590
7/6/2020,Nagaland,20484,,625
7/7/2020,Nagaland,21209,,644
7/8/2020,Nagaland,21980,,657
7/9/2020,Nagaland,22697,,673
7/10/2020,Nagaland,23402,,732
7/11/2020,Nagaland,24065,,748
7/12/2020,Nagaland,24985,,774
7/13/2020,Nagaland,26151,,845
7/14/2020,Nagaland,26927,,896
7/15/2020,Nagaland,27421,,902
7/16/2020,Nagaland,28020,,916
7/17/2020,Nagaland,28472,,956
7/18/2020,Nagaland,29092,,978
7/19/2020,Nagaland,29326,,988
7/20/2020,Nagaland,29994,,1021
7/21/2020,Nagaland,30574,,1030
7/22/2020,Nagaland,31503,,1084
7/23/2020,Nagaland,32169,,1174
7/24/2020,Nagaland,32909,,1238
7/25/2020,Nagaland,33704,,1289
7/26/2020,Nagaland,34389,,1339
7/27/2020,Nagaland,34968,,1385
7/28/2020,Nagaland,35676,,1460
7/29/2020,Nagaland,36355,,1513
7/30/2020,Nagaland,37156,,1566
4/3/2020,Odisha,1395,1108,20
4/7/2020,Odisha,2441,,42
4/8/2020,Odisha,2441,2399,42
4/9/2020,Odisha,3249,3201,48
4/10/2020,Odisha,3547,3497,50
4/11/2020,Odisha,3551,3497,51
4/12/2020,Odisha,3862,3808,54
4/13/2020,Odisha,4170,4116,54
4/14/2020,Odisha,4734,4678,56
4/15/2020,Odisha,5537,5477,60
4/16/2020,Odisha,6734,6674,60
4/17/2020,Odisha,7577,7517,60
4/18/2020,Odisha,8619,8559,60
4/19/2020,Odisha,9690,9629,61
4/20/2020,Odisha,10641,,68
4/21/2020,Odisha,11748,,79
4/22/2020,Odisha,13775,,83
4/23/2020,Odisha,15984,,89
4/24/2020,Odisha,18458,,94
4/25/2020,Odisha,20599,,94
4/26/2020,Odisha,22816,,103
4/27/2020,Odisha,25103,,111
4/28/2020,Odisha,26687,,118
4/29/2020,Odisha,29108,,122
4/30/2020,Odisha,31696,,142
5/1/2020,Odisha,34133,,149
5/2/2020,Odisha,36593,,157
5/3/2020,Odisha,38658,,162
5/4/2020,Odisha,41128,,169
5/5/2020,Odisha,44663,,170
5/6/2020,Odisha,47454,,185
5/7/2020,Odisha,50514,,209
5/8/2020,Odisha,52974,,271
5/9/2020,Odisha,56322,,294
5/10/2020,Odisha,59780,,362
5/11/2020,Odisha,63478,,414
5/12/2020,Odisha,68057,,437
5/13/2020,Odisha,72756,,538
5/14/2020,Odisha,77150,,611
5/15/2020,Odisha,81919,,672
5/16/2020,Odisha,86140,,737
5/17/2020,Odisha,91223,,828
5/18/2020,Odisha,95766,,876
5/19/2020,Odisha,100302,,978
5/20/2020,Odisha,105914,,1052
5/21/2020,Odisha,108432,,1103
5/22/2020,Odisha,113437,,1189
5/23/2020,Odisha,118446,,1269
5/24/2020,Odisha,123834,,1335
5/25/2020,Odisha,127776,,1438
5/26/2020,Odisha,131595,,1517
5/27/2020,Odisha,136274,,1593
5/28/2020,Odisha,139311,,1660
5/29/2020,Odisha,143570,,1723
5/30/2020,Odisha,147490,,1819
5/31/2020,Odisha,152131,,1948
6/1/2020,Odisha,155690,,2104
6/2/2020,Odisha,159567,,2245
6/3/2020,Odisha,162891,,2388
6/4/2020,Odisha,165824,,2478
6/5/2020,Odisha,169010,,2608
6/6/2020,Odisha,172598,,2781
6/7/2020,Odisha,176098,,2856
6/8/2020,Odisha,179415,,2994
6/9/2020,Odisha,182384,,3140
6/10/2020,Odisha,185401,,3250
6/11/2020,Odisha,188743,,3386
6/12/2020,Odisha,192576,,3477
6/13/2020,Odisha,196456,,3723
6/14/2020,Odisha,200014,,3909
6/15/2020,Odisha,202513,,4055
6/16/2020,Odisha,205501,,4163
6/17/2020,Odisha,208472,,4338
6/18/2020,Odisha,212224,,4512
6/19/2020,Odisha,216607,,4677
6/20/2020,Odisha,219774,,4856
6/21/2020,Odisha,224402,,5160
6/22/2020,Odisha,227860,,5303
6/23/2020,Odisha,231356,,5470
6/24/2020,Odisha,235627,,5752
